Dataset = ogbn-arxiv, batch_size = 4096
Layer_1 21409 | Layer_2 56858 | Layer_3 83839
Epoch 00000 | Loss 3.2057 | Accuracy 0.3176 | Time : 0.4057 | loop 0.0991 | Model 0.3066 | x_y_time 0.0004 | pred 0.1788 | loss_time 0.0020
Epoch 00001 | Loss 2.4999 | Accuracy 0.4580 | Time : 0.2741 | loop 0.0782 | Model 0.1959 | x_y_time 0.0002 | pred 0.1139 | loss_time 0.0019
Epoch 00002 | Loss 2.1562 | Accuracy 0.5095 | Time : 0.2742 | loop 0.0773 | Model 0.1969 | x_y_time 0.0002 | pred 0.1143 | loss_time 0.0018
Epoch 00003 | Loss 1.9497 | Accuracy 0.5405 | Time : 0.2751 | loop 0.0775 | Model 0.1975 | x_y_time 0.0002 | pred 0.1145 | loss_time 0.0019
Epoch 00004 | Loss 1.8262 | Accuracy 0.5554 | Time : 0.2753 | loop 0.0776 | Model 0.1977 | x_y_time 0.0002 | pred 0.1146 | loss_time 0.0019
Epoch 00005 | Loss 1.7357 | Accuracy 0.5680 | Time : 0.2794 | loop 0.0771 | Model 0.2022 | x_y_time 0.0002 | pred 0.1162 | loss_time 0.0019
Epoch 00006 | Loss 1.6742 | Accuracy 0.5760 | Time : 0.2777 | loop 0.0771 | Model 0.2005 | x_y_time 0.0002 | pred 0.1158 | loss_time 0.0019
Epoch 00007 | Loss 1.6334 | Accuracy 0.5782 | Time : 0.2757 | loop 0.0775 | Model 0.1981 | x_y_time 0.0002 | pred 0.1148 | loss_time 0.0020
Epoch 00008 | Loss 1.5890 | Accuracy 0.5849 | Time : 0.2780 | loop 0.0774 | Model 0.2006 | x_y_time 0.0002 | pred 0.1156 | loss_time 0.0019
Epoch 00009 | Loss 1.5597 | Accuracy 0.5860 | Time : 0.2782 | loop 0.0777 | Model 0.2004 | x_y_time 0.0002 | pred 0.1157 | loss_time 0.0019
Epoch 00010 | Loss 1.5400 | Accuracy 0.5925 | Time : 0.2782 | loop 0.0781 | Model 0.2000 | x_y_time 0.0002 | pred 0.1156 | loss_time 0.0019
Epoch 00011 | Loss 1.5113 | Accuracy 0.5905 | Time : 0.2776 | loop 0.0772 | Model 0.2003 | x_y_time 0.0002 | pred 0.1156 | loss_time 0.0019
Epoch 00012 | Loss 1.4966 | Accuracy 0.5976 | Time : 0.2765 | loop 0.0775 | Model 0.1990 | x_y_time 0.0002 | pred 0.1150 | loss_time 0.0019
Epoch 00013 | Loss 1.4772 | Accuracy 0.5957 | Time : 0.2796 | loop 0.0776 | Model 0.2019 | x_y_time 0.0002 | pred 0.1162 | loss_time 0.0020
Epoch 00014 | Loss 1.4666 | Accuracy 0.5964 | Time : 0.2762 | loop 0.0771 | Model 0.1990 | x_y_time 0.0002 | pred 0.1151 | loss_time 0.0019
Epoch 00015 | Loss 1.4562 | Accuracy 0.6010 | Time : 0.2759 | loop 0.0772 | Model 0.1986 | x_y_time 0.0002 | pred 0.1149 | loss_time 0.0019
